id,spec,text,DSI
981,temp4_stamp-letter-send_3long,"As I sat at my desk, I carefully placed a stamp on the corner of the envelope, making sure it was aligned perfectly with the edge. The letter inside was one I had been waiting to write for weeks, and I was finally ready to send it to its recipient. With a deep breath, I folded the paper and slid it into the envelope, feeling a sense of relief wash over me. I had poured my heart onto the pages, and now all that was left to do was send it on its way. As I walked to the mailbox, the weight of the letter felt significant in my hand, as if the words themselves were tangible objects. With a gentle drop, I released the envelope into the mailbox, watching as it fell onto the pile of other letters waiting to be sent. The sound of the mailbox closing was like a seal on my emotions, and I knew that once the letter was sent, there would be no turning back. As I walked away, I couldn't help but wonder what the response would be, and when I would receive a letter in return, bearing a similar stamp and carrying words that would change everything.",0.811111149
982,temp4_petrol-diesel-pump_3long,"As I drove through the desert, my car's engine began to sputter, warning me that it was time to refuel. I spotted a small station in the distance and pulled in, relieved to see that they had both petrol and diesel options available. The attendant, a gruff but kind man, asked me what type of fuel I needed, and I replied that my car ran on petrol. He nodded and began to operate the pump, filling my tank with the precious liquid. As we waited for the tank to fill, he told me about the challenges of running a station in such a remote location, where deliveries of diesel and petrol were often delayed due to harsh weather conditions. I sympathized with him, knowing how difficult it must be to keep the pump running smoothly in such a rugged environment. With my tank full, I thanked him and continued on my journey, feeling grateful for the brief respite and the chance to rest in the shade of the station's canopy. As I drove away, I caught a glimpse of the attendant watching me go, his eyes squinting against the bright desert sun.",0.814713281
983,temp4_year-week-embark_3long,"As I stood on the edge of the vast ocean, I couldn't help but feel a sense of excitement and trepidation as I prepared to embark on the journey of a lifetime. It had been a year of planning and preparation, and finally, the day had arrived to set sail around the world. My crew and I had spent countless hours poring over maps and charts, studying the tides and winds that would aid or hinder our progress. The first week at sea was grueling, with rough waves and fierce storms testing our resolve and skills. But as we settled into a rhythm, the days began to blend together in a haze of sun-kissed decks and star-filled nights. As we sailed further from land, the world seemed to expand and contract at the same time, and I felt my perspective shift in profound ways. And yet, despite the challenges and uncertainties that lay ahead, I knew that I was exactly where I was meant to be, ready to embark on whatever adventures the horizon might hold. As the sun dipped below the waves, I smiled, feeling a sense of freedom and joy that I had never known before, and I knew that this journey would stay with me for the rest of my life.",0.814070146
984,temp4_statement-stealth-detect_3long,"As I walked into the abandoned warehouse, I stumbled upon a mysterious statement etched into the wall: ""The truth is hidden in plain sight."" Suddenly, I heard a faint noise behind me and realized that someone was trying to approach with stealth, attempting to catch me off guard. But I was prepared, having spent years honing my skills to detect even the slightest movement. With my heart racing, I turned around to face the intruder, my eyes scanning the dimly lit room for any sign of danger. The air was thick with tension as we locked eyes, each waiting for the other to make a move. In that moment, I knew that I had to be cautious, for one wrong step could lead to disaster. As I stood frozen, my mind racing with possibilities, I realized that the statement on the wall was more than just a phrase - it was a warning, a reminder to always be vigilant and detect potential threats before they arise. With newfound determination, I slowly backed away, ready to face whatever lay ahead, my senses on high alert to detect any sign of stealth.",0.820376904
985,temp4_belief-faith-sing_3long,"As I stood atop the mountain, I felt an unshakeable belief that the universe was guiding me towards a greater purpose. It was a feeling that had been growing within me for years, fueled by my faith in the interconnectedness of all things. Suddenly, a gentle breeze carried the sweet melody of a bird's song, and I felt compelled to sing along, my voice blending with the creature's in perfect harmony. The sound echoed through the valley below, a symphony of hope and joy that seemed to uplift all who heard it. As I sang, I felt my faith deepen, and my belief in the beauty of the world was reaffirmed. In that moment, everything seemed possible, and I knew that as long as I held onto my faith, I could overcome any obstacle. With a sense of peace and wonder, I continued to sing, my voice carrying on the wind, a testament to the power of unwavering belief and faith. And as the last notes faded away, I felt a sense of gratitude for the experience, knowing that it would stay with me forever, a reminder of the transformative power of music and spirituality.",0.807618794
986,temp4_organ-empire-comply_3long,"In the heart of the ancient empire, a mysterious organ stood tall, its pipes reaching towards the sky like skeletal fingers. The people of the land believed it held mystical powers, and only those who could play its haunting melodies could bring prosperity to the kingdom. But as the years passed, the empire began to crumble, and the once-vibrant streets fell silent. A young apprentice, determined to revive the empire's former glory, set out to learn the organ's secrets. She spent countless hours practicing, her fingers moving deftly over the keys as she struggled to comply with the instrument's demanding rhythms. As she played, the organ seemed to come alive, its music weaving a spell that drew people back to the city. The empire began to flourish once more, and the young apprentice was hailed as a hero, her name etched in history alongside the legendary musicians who had come before her. With the organ's power coursing through her veins, she vowed to protect the empire and its people, ensuring that its beauty and magic would never again be lost.",0.81899087
987,temp4_gloom-payment-exist_3long,"As I walked through the abandoned city, a sense of gloom settled over me, weighing heavily on my shoulders. The once-thriving streets were now desolate and still, a haunting reminder of what had been lost. I had received a mysterious payment in the mail that morning, with no indication of who had sent it or why. The note attached simply read: ""For services rendered."" I couldn't shake the feeling that my presence here was not a coincidence, that I was meant to exist in this moment, in this place. As I turned a corner, I stumbled upon a hidden underground bunker, its entrance guarded by a figure shrouded in shadows. The air was thick with an otherworldly energy, and I felt the payment burning a hole in my pocket, as if it held the key to unlocking the secrets that lay within. In this strange and foreboding world, I began to realize that my existence was tied to the mysterious events unfolding around me.",0.815752453
988,temp6_stamp-letter-send_3long,"As I sat at my desk, I carefully crafted a handwritten stamp-letter to my pen pal, pouring my heart out onto the page. The smell of freshly sharpened pencils and paper filled the air as I wrote about my summer adventures. Once I had finished, I folded the letter with precision and placed it in an envelope, ready to send it across the globe. With a flourish, I affixed a vibrant stamp to the corner, watching as the colors seemed to dance in the light. As I walked to the mailbox, the weight of the letter felt satisfying in my hand, knowing that it would soon bring a smile to my friend's face. I dropped the envelope into the slot and listened as it fell with a soft clunk, feeling a sense of accomplishment wash over me. With a final glance at the mailbox, I turned and walked away, eager to send more letters and receive responses from afar. As I disappeared into the distance, the mailbox stood tall, waiting patiently for the next letter to arrive, ready to send it on its journey to destinations unknown.",0.818059045
989,temp6_petrol-diesel-pump_3long,"As I drove through the desert, my car's engine began to sputter, warning me that it was time to refuel. I spotted a small station in the distance and pulled in, relieved to see the petrol and diesel signs indicating they had the type of fuel I needed. I got out and stretched my legs, taking in the desolate landscape as I made my way to the pump. The attendant, a gruff but kind man, greeted me and asked what kind of fuel I required. I opted for the diesel, hoping it would give me the extra mileage I needed to reach my destination. As the pump whirred to life, filling my tank with the cool, dark liquid, I felt a sense of reassurance wash over me. With my car refueled and ready to go, I paid the attendant and hit the road once again, the petrol station fading into the distance as I sped away. The desert landscape stretched out before me, seemingly endless, but with a full tank of diesel, I felt ready to tackle whatever lay ahead.",0.811050279
990,temp6_year-week-embark_3long,"As I stood on the edge of the Grand Canyon, I couldn't help but feel a sense of excitement and trepidation as I prepared to embark on the most challenging hike of my life. It had taken me a year of training and preparation to get to this point, and I was determined to reach the bottom and back again in just one week. The sun was setting over the vast expanse, casting a golden glow over the rugged landscape, and I took a deep breath, savoring the moment. With my backpack securely fastened and my canteen full, I began my descent into the unknown. The trail was steep and unforgiving, but I pressed on, driven by a sense of adventure and discovery. As the days passed, the landscape shifted and changed, revealing hidden wonders and testing my resolve at every turn. Despite the challenges, I felt alive and free, ready to embark on whatever lay ahead, knowing that this journey would stay with me for a lifetime. In the end, it was an experience that would define me for years to come, a testament to my strength and determination to push beyond my limits.",0.812294178
991,temp6_statement-stealth-detect_3long,"As I walked into the abandoned warehouse, I stumbled upon a mysterious statement scrawled on the wall, warning of an impending danger that lurked in the shadows. Suddenly, I heard a faint noise behind me and spun around to see a figure emerging from the darkness, moving with stealth and precision. The air was thick with tension as the figure drew closer, its presence seeming to fill the entire room. I tried to remain calm, but my heart was racing with anticipation, waiting for the figure to make its next move. In an attempt to detect any hidden motives, I locked eyes with the stranger, searching for any sign of deception. But their gaze was cold and unyielding, revealing nothing of their true intentions. As the silence between us grew thicker, I realized that I had to be careful, for in this game of cat and mouse, one wrong move could be fatal. With my senses on high alert, I prepared to defend myself, ready to counter any attack that might come my way.",0.819588575
992,temp6_belief-faith-sing_3long,"As I stood atop the mountain, I felt an unwavering belief that I was exactly where I was meant to be. The breathtaking view before me only strengthened my faith in the universe and its plan for me. I closed my eyes, took a deep breath, and began to sing a soft melody that seemed to match the rhythm of the wind. The sound of my voice echoed through the valleys below, a hauntingly beautiful serenade to the unknown. As I sang, I felt a sense of peace wash over me, as if my faith was being rewarded with a glimpse of the divine. My belief in the power of music to transcend and connect us all was reaffirmed in that moment. The song poured out of me like a prayer, a testament to the transformative power of faith and creativity. And when I finally fell silent, the only sound was the gentle rustling of leaves, a soothing reminder that sometimes, all it takes is a little faith to find our true voice and sing from the heart.",0.806328273
993,temp6_organ-empire-comply_3long,"In the heart of the ancient empire, a mysterious organ stood tall, its pipes reaching towards the sky like skeletal fingers. The people of the land believed it held the power to control the minds of all who would comply with its haunting melodies. Legend had it that on certain nights, when the moon was full and the wind was still, the organ would come to life, playing a siren's song that beckoned all to gather 'round. As the last remnants of sunlight faded, the villagers would creep out of their homes, drawn by the organ's otherworldly tune, their feet moving in unison as if compelled to comply with some unseen force. The empire's ruler, a just and fair leader, would stand atop the organ's pedestal, surveying the crowd as they swayed to the music's rhythm. But as the night wore on, the melody would grow darker, more menacing, and those who refused to comply with its demands would be shunned by the community, forced to flee into the shadows. And so, the people lived in a delicate balance of harmony and fear, their lives dictated by the whims of the mystical organ and the empire that it seemed to control. As the first light of dawn crept over the horizon, the music would cease, leaving behind only an unsettling silence and the faint whisper of the organ's power, waiting to be unleashed once more.",0.821428138
994,temp6_gloom-payment-exist_3long,"As I walked through the abandoned city, a sense of gloom settled over me, shrouding everything in a dark and foreboding mist. The once-thriving streets were now desolate and still, a haunting reminder of what had been lost. According to legend, the city's downfall was caused by a mysterious payment that had been made to a powerful entity, one that had demanded a terrible price in exchange for power. But I didn't believe it - I thought it was just a myth, a story created to explain the unexplainable. Yet, as I delved deeper into the ruins, I began to wonder if there was truth to the tale, if such an entity could truly exist. The air seemed to vibrate with an otherworldly energy, and I couldn't shake the feeling that I was being watched. As night began to fall, I stumbled upon a hidden chamber deep beneath the city's streets, where ancient artifacts hinted at a dark and sinister payment that had been made long ago. In that moment, I realized that some secrets were better left unspoken, and that the truth behind the city's downfall might be more terrifying than I could ever imagine.",0.81580362
995,temp8_stamp-letter-send_3long,"As I sat at my desk, I carefully wrote a heartfelt letter to my pen pal, pouring out my thoughts and feelings onto the page. Once finished, I folded the paper and slipped it into an envelope, ready to be sent across the globe. But before I could send it off, I needed to affix a stamp to the corner of the envelope, a small but crucial step in ensuring its arrival. I rummaged through my drawer, searching for the perfect stamp to adorn my letter, finally settling on a vibrant one featuring a beautiful butterfly. With the stamp securely in place, I felt a sense of satisfaction and excitement, knowing that my words were one step closer to reaching their destination. As I walked to the mailbox, the weight of the envelope in my hand felt significant, carrying with it the promise of connection and friendship. With a final flourish, I dropped the letter into the mail slot, sending it off on its journey to bring joy and laughter to my dear friend. In that moment, the simple act of writing and sending a letter felt like a profound gesture of love and kindness.",0.817795812
996,temp8_petrol-diesel-pump_3long,"As I embarked on my road trip across the countryside, I made sure to fill up my tank with diesel fuel to ensure a smooth journey. The old truck had been converted to run on diesel, and I was eager to see how it would perform on the long haul. As I stopped at a quaint petrol station, I noticed an antique pump that seemed to be from another era. The owner, a gruff but kind old man, told me stories of how he used to manually operate the pump to fill up the tanks of passing travelers. Despite the advancements in technology, there was something charming about the old-fashioned pump that still worked flawlessly. I filled up my tank and continued on my way, feeling a sense of nostalgia wash over me as I left the petrol station behind. The diesel engine purred smoothly as I hit the open road, and I couldn't help but feel grateful for the brief encounter with the past. As I drove off into the distance, I caught a glimpse of the old pump standing proudly, a testament to a bygone era.",0.818108412
997,temp8_year-week-embark_3long,"As I stood on the edge of the vast ocean, I couldn't help but feel a sense of excitement and trepidation as I prepared to embark on the journey of a lifetime. It had been a year of planning and preparation, and finally, the day had arrived to set sail around the world. The crew and I had spent the past week scrambling to finalize the last-minute details, from provisioning to navigation. With a deep breath, I gave the order to raise the anchor and catch the wind, feeling the ship come alive beneath my feet. As we glided across the waves, the sun dipping below the horizon, I felt a sense of freedom and exhilaration wash over me. The year ahead would be filled with challenges and uncertainties, but for now, I was content to simply embark on this adventure and see where it would take us. With the stars beginning to twinkle in the night sky, we charted our course and settled in for the long journey ahead, ready to face whatever lay in store. As the week unfolded, we would discover hidden coves and secret islands, but for now, we were content to simply sail into the unknown.",0.816204763
998,temp8_statement-stealth-detect_3long,"As I walked into the abandoned warehouse, I stumbled upon a mysterious statement scrawled on the wall, warning of an imminent threat. Suddenly, I heard footsteps behind me and spun around to see a figure emerging from the shadows with stealth, their eyes fixed intently on me. My heart racing, I tried to detect any hidden dangers, but the dim lighting made it impossible to see more than a few feet in front of me. The figure began to move closer, its presence seeming to fill the entire room, and I knew I had to act fast. With a surge of adrenaline, I lunged forward, trying to catch my opponent off guard, but they were too quick and managed to evade my attack with ease. As we clashed in the darkness, I realized that the statement on the wall was more than just a warning - it was a challenge, one that I was determined to overcome. With renewed determination, I focused all my energy on trying to detect my opponent's next move, knowing that the key to victory lay in outsmarting them. In the end, it was my ability to detect their weakness that allowed me to gain the upper hand and emerge victorious from the shadows.",0.810112221
999,temp8_belief-faith-sing_3long,"As I stood atop the mountain, I felt an unshakeable belief that I was meant to be there, surrounded by the serene beauty of nature. It was a moment of perfect clarity, where my faith in the universe and its plan for me was renewed. The wind whispered secrets in my ear, and I felt compelled to sing a gentle melody that echoed through the valleys below. My voice soared on the breeze, a joyful expression of the peace that filled my heart. As I sang, I felt a deep connection to the world around me, and my faith was strengthened by the sense of oneness with all living things. The music seemed to take on a life of its own, weaving a spell of wonder and enchantment over the landscape. In this moment, my belief in the transformative power of music was confirmed, and I knew that I would carry the memory of this experience with me forever, a reminder of the magic that lay just beyond the edge of everyday reality. And as the last notes of my song faded away, I felt grateful for the gift of faith that had inspired me to sing from the depths of my soul.",0.798041928
1000,temp8_organ-empire-comply_3long,"In the heart of the mystical empire, a young apprentice named Eira stumbled upon an ancient organ hidden deep within the castle walls. The instrument, adorned with intricate carvings and symbols, was said to hold the power to control the very fabric of reality. As she delicately touched the keys, a low hum filled the air, and the room began to vibrate with an otherworldly energy. The empire's ruler, a just and fair monarch, had long sought to harness this power to maintain balance and harmony throughout the land. However, a dark force threatened to disrupt this equilibrium, and Eira was tasked with playing a specific melody on the organ to comply with the monarch's wishes and restore order. With trembling hands, she began to play, and the notes seemed to weave a spell of protection around the empire. As the last chord faded away, the darkness receded, and the land was once again at peace, with Eira's music having saved the empire from destruction. With her mission accomplished, Eira was hailed as a hero, and her name became synonymous with bravery and musical genius throughout the realm.",0.819738637
1001,temp8_gloom-payment-exist_3long,"As I walked through the desolate forest, a sense of gloom settled over me, like a shroud cast by the towering trees. The air was heavy with the weight of forgotten memories, and I couldn't shake the feeling that I was being led deeper into the woods for a sinister purpose. Suddenly, a figure emerged from the shadows, its eyes gleaming with an otherworldly intensity as it demanded a payment in exchange for my safe passage. I hesitated, unsure if I should comply, but the figure's words echoed in my mind: ""if you don't pay, you will cease to exist."" The threat hung in the air like a challenge, and I knew I had to make a decision quickly. With a deep breath, I handed over the payment, a small pouch of gold coins, and the figure vanished into thin air. As I continued on my journey, I couldn't help but wonder if I had just made a deal with a malevolent force that would haunt me for the rest of my days, threatening my very existence. In the end, I emerged from the forest, forever changed by the encounter, and left to ponder the true cost of my payment.",0.818660538
1002,temp10_stamp-letter-send_3long,"As I sat at my desk, I carefully placed a stamp on the corner of the envelope, making sure it was aligned perfectly with the edge. Inside, I had written a heartfelt letter to my pen pal, detailing my summer adventures and memories. It had taken me hours to craft the perfect words, and I was eager to send it off and hear back from her. With a sense of excitement and anticipation, I sealed the envelope and addressed it to her hometown in France. As I walked to the mailbox, the warm sun on my face reminded me of the joy that this simple act of sending a letter could bring. I dropped the envelope into the slot and listened as it fell onto the pile of outgoing mail, feeling a sense of satisfaction knowing that my words would soon be traveling across the ocean. The thought of my pen pal's smile as she read my letter was all the motivation I needed to send more, and I couldn't wait to start writing the next one. With the task complete, I turned to head back home, already imagining the response that would someday make its way back to me.",0.813758776
1003,temp10_petrol-diesel-pump_3long,"As I drove down the deserted highway, my truck's engine sputtered, warning me that it was almost out of fuel. I spotted a small station in the distance and pulled in, relieved to see that they had both petrol and diesel options available. The attendant, a gruff but kind old man, asked me what type of fuel I needed, and I replied that my truck ran on diesel. He nodded and began to fill up my tank, expertly operating the pump to ensure a smooth and efficient refill. As we waited, he told me stories of his own travels, of crossing the country in a petrol-powered car, and the adventures he had along the way. I listened intently, feeling a sense of camaraderie with this stranger who understood the joys and struggles of life on the road. With my tank full and my spirits lifted, I thanked him and continued on my journey, the hum of the engine and the rhythm of the wheels a soothing accompaniment to my thoughts. As I drove away, I caught a glimpse of the station's sign, creaking gently in the breeze, a reminder of the brief but meaningful encounter I had just experienced.",0.816257284
1004,temp10_year-week-embark_3long,"As I stood on the edge of the tranquil lake, I couldn't help but feel a sense of nostalgia wash over me, reminiscing about the past year and all its triumphs and tribulations. It had been a tumultuous journey, but one that had ultimately led me to this moment, where I was poised to embark on a new adventure. The week leading up to this departure had been a whirlwind of activity, as I scrambled to tie up loose ends and prepare for the unknown. But now, with my backpack slung over my shoulder and a sense of determination in my heart, I was ready to take the leap. As I pushed off from the shore and began to paddle out onto the lake, the warm sun on my face and the cool breeze in my hair filled me with a sense of exhilaration. The world seemed full of possibilities, and I felt grateful to have the opportunity to embark on this journey of self-discovery. With each stroke of the paddle, I felt myself growing stronger and more confident, ready to face whatever challenges lay ahead. As I disappeared into the distance, the lake's serene waters seemed to whisper a promise of excitement and transformation, one that would stay with me for the rest of my life.",0.812916
1005,temp10_statement-stealth-detect_3long,"As I walked into the dimly lit alley, I couldn't help but notice the bold statement scrawled across the wall in vibrant graffiti letters. It was a message of rebellion, a call to arms against the oppressive regime that had ruled our city for far too long. But as I stood there, taking in the powerful words, I felt a presence behind me and knew I had to move with stealth to avoid detection. I quickly turned and slipped into the shadows, my heart racing with anticipation. Suddenly, a figure emerged from the darkness, their eyes locked onto mine with an unnerving intensity. My instincts told me to run, but I stood frozen, waiting for them to make their next move. It was then that I realized they were trying to detect any signs of weakness, to determine if I was friend or foe. In that moment, I knew I had to be careful, for in this world of secrets and lies, one misstep could be fatal.",0.82284315
1006,temp10_belief-faith-sing_3long,"As I stood atop the mountain, I felt an unwavering belief that the universe was guiding me towards my dreams. It was a feeling that had been nurtured by my grandmother, who had taught me to have faith in the unknown and to trust that everything would work out for the best. With a deep breath, I began to sing a melody that echoed through the valleys below, a song of hope and redemption. The wind carried my voice far and wide, touching the hearts of all who heard it. As I sang, I felt a sense of liberation wash over me, as if my spirit was soaring on the wings of faith. My belief in myself and the world around me grew stronger with each passing moment, and I knew that I was exactly where I was meant to be. The song poured out of me like a river, filling me with an unshakeable sense of purpose and conviction. And when I finally fell silent, the only sound was the gentle rustling of leaves, a reminder that faith and belief can move mountains, one melody at a time.",0.805890445
1007,temp10_organ-empire-comply_3long,"In the heart of the ancient empire, a mysterious organ played a haunting melody that echoed through the deserted streets. The once-mighty empire had fallen into disarray, its people struggling to comply with the harsh rules imposed by their new rulers. As the last notes of the organ faded away, a young rebel named Ava emerged from the shadows, determined to challenge the oppressive regime. With a fierce cry, she rallied her fellow citizens to join her in the fight for freedom, refusing to comply with the empire's unjust laws. The people, inspired by Ava's bravery, rose up as one, and soon the empire was faced with a full-blown revolution. As the dust settled, the organ's melody began to play once more, this time a triumphant anthem celebrating the empire's downfall. In the end, the people had learned that to comply with tyranny was to surrender their very souls, and they vowed never again to submit to the whims of a oppressive empire. The organ's music continued to echo through the land, a reminder of the power of resistance and the human spirit's refusal to be silenced.",0.816316915
1008,temp10_gloom-payment-exist_3long,"As I walked through the abandoned mansion, a sense of gloom settled over me, as if the very walls were watching my every move. The air was thick with the scent of decay and rot, and I couldn't shake the feeling that I was being led deeper into the depths of despair. Suddenly, I stumbled upon an old ledger, its pages yellowed with age, detailing a mysterious payment made to a person unknown. The entry was cryptic, but it seemed to hint at a dark secret that had been hidden for decades. As I delved deeper into the mystery, I began to wonder if the truth was meant to exist in the shadows, forever hidden from prying eyes. But I was determined to uncover the truth, no matter how sinister it may be. The payment, it seemed, was just the tip of the iceberg, and I was about to embark on a journey that would change my life forever. In the end, the secrets that existed within those walls would haunt me for the rest of my days, a constant reminder of the darkness that lurked beneath the surface.",0.81143401
1009,temp0_stamp-letter-send_1short,"As I sat at my desk, I carefully wrote a stamp on the corner of the envelope, making sure it was straight and perfect. Inside, I had placed a heartfelt letter to my pen pal, detailing all the exciting things that had happened over the summer. With a satisfied smile, I sealed the envelope and prepared to send it off to its destination. I walked to the mailbox, dropped the letter in, and lifted the flag to signal to the mailman that there was something to collect. As I watched the mail truck drive away, I felt happy knowing that my letter was on its way to bring a smile to my friend's face. With a sense of accomplishment, I headed back inside, already thinking about what I would write in my next letter.",0.807769671
1010,temp0_petrol-diesel-pump_1short,"As I drove my old truck down the dusty road, I knew I had to stop at the next station to refuel. I pulled up to the pump and noticed they had both petrol and diesel options, but my truck ran on diesel so I chose that one. The attendant helped me fill up the tank and we chatted about the long road trip I was on. After paying, I got back in my truck and continued driving, feeling relieved that I wouldn't have to worry about running out of fuel for a while. As I drove away, I saw a sign that said ""Last petrol station for 200 miles"" and felt grateful I had stopped when I did. The diesel engine purred smoothly as I hit the open road once again.",0.800690067
1011,temp0_year-week-embark_1short,"As the summer drew to a close, our class prepared to embark on a new adventure: a year-long project to build a sustainable community garden. We had spent the last week brainstorming ideas and making plans, and now it was time to put them into action. With shovels in hand, we set out to transform a vacant lot into a thriving oasis, determined to make a positive impact on our environment. Over the course of the year, we would face many challenges, but for now, we were excited to embark on this journey together. As we broke ground, our teacher reminded us that every great accomplishment starts with a single week of hard work and dedication. With renewed energy and enthusiasm, we dove in, ready to make our vision a reality.",0.798923914
1012,temp0_statement-stealth-detect_1short,"As I walked into the abandoned warehouse, I stumbled upon a mysterious statement scrawled on the wall: ""They're watching you."" Suddenly, I heard a faint noise behind me and realized that someone was trying to approach with stealth. My heart racing, I tried to detect the source of the sound, but it seemed to be coming from all directions at once. Just as I thought I had pinpointed the location, a figure emerged from the shadows, catching me off guard. The figure revealed itself to be a detective, tasked with solving a string of mysterious crimes, and I realized that the statement on the wall was more than just a random graffiti. Together, we set out to detect the truth behind the sinister events unfolding in the city.",0.809675895
1013,temp0_belief-faith-sing_1short,"As I stood on the mountain peak, my belief in a higher power was strengthened by the breathtaking view. I had always had faith that I would reach this point, and now that I had, I felt an overwhelming sense of pride and accomplishment. Suddenly, a gentle breeze carried the sweet sound of a bird's melody, and I couldn't help but sing along with its joyful tune. The harmony of our voices echoed through the valley, creating a symphony of hope and inspiration. In this moment, my faith was renewed, and my belief in the beauty of the world was forever changed. As I sang, I felt free and connected to something greater than myself.",0.798669057
1014,temp0_organ-empire-comply_1short,"In the heart of the ancient empire, a mysterious organ played a haunting melody that echoed through the streets. The people were mesmerized by the sound and felt compelled to comply with its rhythm, moving their bodies in perfect harmony. As they danced, the empire's ruler appeared, revealing that the organ's music held the power to control the minds of all who heard it. With this knowledge, the ruler used the organ to maintain order and ensure that everyone would comply with their rules. But as time passed, a young rebel discovered the organ's secret and vowed to destroy it, freeing the empire from its musical grasp. The fate of the empire hung in the balance, as the battle between freedom and control began.",0.810399854
1015,temp0_gloom-payment-exist_1short,"As I walked through the abandoned mansion, a sense of gloom settled over me, as if the shadows themselves were watching my every move. Suddenly, I stumbled upon an old ledger, detailing a mysterious payment made to a secret society that was rumored to exist in the town. The entry was dated decades ago, but it sparked my curiosity and I became determined to uncover the truth. As I delved deeper into the mystery, I began to suspect that the society might still exist, hiding in plain sight. With each new discovery, the gloom that had initially surrounded me began to lift, replaced by a sense of excitement and purpose. In the end, I was left wondering if the payment had been a bribe, a membership fee, or something far more sinister.",0.813088265
1016,temp2_stamp-letter-send_1short,"As I sat at my desk, I carefully wrote a stamp on the corner of the envelope, making sure it was straight and perfect. Inside, I had placed a heartfelt letter to my pen pal, detailing all the exciting things that had happened over the summer. With a satisfied smile, I sealed the envelope and prepared to send it off to its destination. I walked to the mailbox, dropped the letter in, and lifted the flag to signal to the mailman that there was something to collect. As I watched the mail truck drive away, I felt happy knowing that my letter was on its way to bring a smile to my friend's face. With a sense of accomplishment, I headed back inside, already thinking about what I would write in my next letter.",0.807769671
1017,temp2_petrol-diesel-pump_1short,"As I drove my old truck into the dusty station, I knew I needed to fill up on petrol to make it to the next town. But to my surprise, they were out of petrol and only had diesel available. I decided to take a chance and use the diesel, hoping my engine could handle it. I pulled up to the pump and began to fill up, watching as the numbers spun rapidly on the meter. The attendant warned me that using diesel might not be the best idea, but I was desperate to get back on the road. With a full tank, I hit the ignition and hoped for the best as I pulled away from the pump.",0.79764431
1018,temp2_year-week-embark_1short,"As the summer drew to a close, our class prepared to embark on a new adventure: a year-long project to build a sustainable community garden. We had spent the last week brainstorming ideas and making plans, and now it was time to put them into action. With shovels in hand, we set out to transform a vacant lot into a thriving oasis, determined to make a positive impact on our environment. Over the next year, we would face many challenges, but for now, we were excited to embark on this journey together. As we broke ground, our teacher reminded us that every great accomplishment starts with a single week of hard work and dedication. With renewed energy and enthusiasm, we began our project, ready to see it flourish over the coming year.",0.797628209
1019,temp2_statement-stealth-detect_1short,"As I walked into the abandoned warehouse, I stumbled upon a mysterious statement scrawled on the wall: ""They're watching you."" Suddenly, I heard a faint noise behind me and realized that someone was trying to approach with stealth. My heart racing, I tried to detect the source of the sound, but it seemed to be coming from all directions at once. Just as I thought I had pinpointed the location, a figure emerged from the shadows, catching me off guard. The figure revealed itself to be a detective, tasked with solving a string of mysterious crimes, and I realized that the statement on the wall was more than just a random graffiti. Together, we set out to detect the truth behind the sinister events unfolding in the city.",0.809675895
1020,temp2_belief-faith-sing_1short,"As I stood on the mountain peak, my belief in a higher power was strengthened by the breathtaking view. I had always had faith that I would reach this point, and now that I had, I felt an overwhelming sense of pride and accomplishment. Suddenly, a gentle breeze carried the sweet sound of a bird's melody, and I couldn't help but sing along with its joyful tune. The harmony of our voices echoed through the valley, creating a sense of unity and wonder. In this moment, my faith and belief merged into a single, profound feeling that connected me to the world around me. As I sang, I felt free and at peace, my spirit soaring like the bird that had inspired me.",0.799324841
1021,temp2_organ-empire-comply_1short,"In the heart of the ancient empire, a mysterious organ played a haunting melody that echoed through the streets. The people were mesmerized by the sound and felt compelled to comply with its rhythm, moving their bodies in perfect harmony. As they danced, the empire's ruler appeared, revealing that the organ's music held the power to control the minds of all who heard it. With this knowledge, the ruler used the organ to maintain order and ensure that everyone would comply with their rules. But as time passed, a young rebel discovered the organ's secret and vowed to destroy it, freeing the empire from its mind-controlling grasp. The fate of the empire hung in the balance, as the battle between freedom and control began.",0.813847954
1022,temp2_gloom-payment-exist_1short,"As I walked through the abandoned mansion, a sense of gloom settled over me, as if the shadows themselves were watching my every move. According to legend, the mansion had been built on a site where a tragic event had occurred, and many believed that the spirits of the victims still exist within its crumbling walls. But I wasn't there to explore the paranormal activity - I was there to make a payment to the mysterious owner, who only accepted cash in exchange for the rare artifacts hidden within. As I handed over the money, I couldn't shake the feeling that I was being tricked, and that the true cost of the payment would be more than I could ever imagine. The owner's smile seemed to hint that some secrets were meant to exist forever, hidden from prying eyes. In the end, I left the mansion with my artifact, but the memory of the gloom lingered, a haunting reminder of the mysteries that still exist in the darkness.",0.815353041
1023,temp4_stamp-letter-send_1short,"As I sat at my desk, I carefully wrote a stamp on the corner of the envelope, making sure it was straight and perfect. Inside, I had placed a heartfelt letter to my pen pal, detailing all the exciting adventures I had been on over the summer. With a satisfied smile, I sealed the envelope and prepared to send it off to its destination. I walked to the mailbox, dropped the letter in, and lifted the flag to signal to the mailman that there was something to collect. As I waited for a response, I couldn't help but wonder what amazing stories my pen pal would share with me in return. With a sense of anticipation, I looked forward to receiving a reply and continuing our long-distance friendship.",0.814888257
